Date,Open,High,Low,Close,Adj Close,Volume
2018-01-16,4.920000,5.140000,4.900000,4.900000,4.900000,53600
2018-01-17,4.940000,4.990000,4.930000,4.930000,4.930000,14200
2018-01-18,4.910000,5.010000,4.800000,4.810000,4.810000,8200
2018-01-19,4.960000,4.960000,4.820000,4.820000,4.820000,6800
2018-01-22,4.890000,4.910000,4.810000,4.850000,4.850000,5100
2018-01-23,4.810000,4.840000,4.760000,4.800000,4.800000,16000
2018-01-24,4.760000,4.780000,4.600000,4.720000,4.720000,19200
2018-01-25,4.700000,4.780000,4.600000,4.600000,4.600000,14600
2018-01-26,4.570000,4.700000,4.570000,4.700000,4.700000,6600
2018-01-29,4.680000,4.770000,4.670000,4.680000,4.680000,3800
2018-01-30,4.640000,4.650000,4.280000,4.450000,4.450000,42700
2018-01-31,4.500000,4.590000,4.390000,4.460000,4.460000,16600
2018-02-01,4.450000,4.470000,4.260000,4.300000,4.300000,19800
2018-02-02,4.250000,4.360000,4.190000,4.360000,4.360000,26900
2018-02-05,4.230000,4.360000,4.150000,4.150000,4.150000,8500
2018-02-06,4.200000,4.310000,4.050000,4.290000,4.290000,53200
2018-02-07,4.250000,4.300000,4.250000,4.300000,4.300000,8300
2018-02-08,4.340000,4.550000,4.330000,4.550000,4.550000,8600
2018-02-09,4.520000,4.560000,4.200000,4.200000,4.200000,13200
2018-02-12,4.340000,4.650000,4.340000,4.420000,4.420000,7900
2018-02-13,4.500000,4.590000,4.500000,4.590000,4.590000,700
2018-02-14,4.570000,4.570000,4.230000,4.380000,4.380000,6900
2018-02-15,4.430000,4.450000,4.260000,4.300000,4.300000,13900
2018-02-16,4.360000,4.490000,4.360000,4.470000,4.470000,2500
2018-02-20,4.450000,4.520000,4.280000,4.420000,4.420000,6000
2018-02-21,4.370000,4.460000,4.300000,4.410000,4.410000,3600
2018-02-22,4.370000,4.420000,4.230000,4.300000,4.300000,8100
2018-02-23,4.350000,4.450000,4.350000,4.430000,4.430000,3700
2018-02-26,4.410000,4.490000,4.240000,4.240000,4.240000,5500
2018-02-27,4.190000,4.350000,4.160000,4.210000,4.210000,11300
2018-02-28,4.250000,4.250000,4.170000,4.170000,4.170000,5700
2018-03-01,4.250000,4.250000,4.100000,4.150000,4.150000,10800
2018-03-02,4.140000,4.400000,4.140000,4.350000,4.350000,11600
2018-03-05,4.400000,4.490000,4.170000,4.340000,4.340000,6500
2018-03-06,4.390000,4.390000,4.210000,4.220000,4.220000,8300
2018-03-07,4.220000,4.310000,4.210000,4.220000,4.220000,7400
2018-03-08,4.260000,4.340000,4.230000,4.270000,4.270000,17100
2018-03-09,4.250000,4.640000,4.010000,4.470000,4.470000,70800
2018-03-12,4.540000,4.990000,4.510000,4.900000,4.900000,53500
2018-03-13,5.000000,5.000000,4.760000,4.840000,4.840000,27200
2018-03-14,4.820000,4.830000,4.570000,4.630000,4.630000,37000
2018-03-15,4.550000,4.900000,4.550000,4.820000,4.820000,63300
2018-03-16,4.800000,4.940000,4.660000,4.710000,4.710000,34200
2018-03-19,4.660000,4.830000,4.650000,4.710000,4.710000,11000
2018-03-20,4.660000,4.780000,4.550000,4.780000,4.780000,37400
2018-03-21,4.800000,4.900000,4.800000,4.810000,4.810000,10000
2018-03-22,4.820000,4.850000,4.760000,4.760000,4.760000,12900
2018-03-23,4.820000,4.980000,4.710000,4.980000,4.980000,46700
2018-03-26,4.980000,5.230000,4.980000,5.160000,5.160000,67600
2018-03-27,5.130000,5.260000,5.050000,5.130000,5.130000,33900
2018-03-28,5.170000,5.190000,4.830000,4.930000,4.930000,17000
2018-03-29,5.040000,5.040000,4.940000,4.990000,4.990000,5200
2018-04-02,4.950000,5.200000,4.950000,5.090000,5.090000,5800
2018-04-03,5.060000,5.100000,4.960000,5.050000,5.050000,9400
2018-04-04,5.050000,5.050000,4.870000,4.950000,4.950000,7400
2018-04-05,5.020000,5.170000,5.010000,5.010000,5.010000,19900
2018-04-06,5.040000,5.190000,5.000000,5.020000,5.020000,6500
2018-04-09,5.140000,5.380000,5.080000,5.250000,5.250000,44400
2018-04-10,5.150000,5.380000,5.130000,5.340000,5.340000,25700
2018-04-11,5.300000,5.960000,5.260000,5.910000,5.910000,83900
2018-04-12,5.880000,6.200000,5.820000,6.150000,6.150000,60100
2018-04-13,6.150000,6.330000,6.060000,6.060000,6.060000,48800
2018-04-16,6.060000,6.100000,5.860000,6.070000,6.070000,13000
2018-04-17,6.160000,6.350000,6.080000,6.220000,6.220000,31100
2018-04-18,6.250000,6.400000,6.060000,6.310000,6.310000,46200
2018-04-19,6.320000,6.320000,6.170000,6.230000,6.230000,5100
2018-04-20,6.220000,6.300000,6.210000,6.260000,6.260000,11700
2018-04-23,6.250000,6.260000,6.070000,6.070000,6.070000,10200
2018-04-24,6.050000,6.120000,6.000000,6.010000,6.010000,15300
2018-04-25,6.100000,6.250000,6.020000,6.180000,6.180000,6600
2018-04-26,6.130000,6.300000,6.100000,6.270000,6.270000,10200
2018-04-27,6.300000,6.300000,6.040000,6.190000,6.190000,3800
2018-04-30,6.200000,6.200000,5.750000,5.950000,5.950000,15100
2018-05-01,5.810000,6.120000,5.810000,6.030000,6.030000,19300
2018-05-02,6.190000,6.200000,5.860000,6.200000,6.200000,17600
2018-05-03,6.200000,6.200000,6.030000,6.110000,6.110000,7800
2018-05-04,5.960000,6.170000,5.960000,6.000000,6.000000,11200
2018-05-07,6.000000,6.270000,5.950000,5.950000,5.950000,15100
2018-05-08,5.900000,6.210000,5.860000,5.960000,5.960000,10400
